,Close,Volume,Volatility,30 mavg,30 std,30 upper band,30 lower band,26 ema,12 ema,MACD,Signal,Crossover,UpperDiff,UpperGrad,LowerDiff,LowerGrad,CrossDiff,CrossGrad
0,0.948024,206062,0.024661822907436896,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.948024,0.948024,0.0,0.0,784.9837239418522,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0356999418522,0.0017468744910047462
1,0.937124,255504,0.03529628949850823,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.9423643846153845,0.9421198333333333,-0.000244551282051253,-0.0001358618233618072,784.9819770673612,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0448530673611,0.0017468744910047462
2,0.9719049999999999,407632,0.058698123787818905,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.9529780409068506,0.9537449907621246,0.000766949855274035,0.0002341429629643576,784.9922873000663,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0203823000663,-0.010310232705137423
3,0.9544799999999999,346245,0.048825538513116926,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.9533979230343141,0.9539770044540228,0.000579081419708638,0.00035099203367718973,784.9873898312122,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0329098312122,0.004897468854096587
4,0.950176,219833,0.025315310005725157,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.9526507457935166,0.952944285128566,0.00029353933504938645,0.00033390115474221725,784.9830752401833,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0328992401833,0.0043145910289013045
5,0.95086,308791,0.026240456008245226,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.9522920736935513,0.9524376941884912,0.00014562049493993534,0.00028286662773361883,784.9815180998941,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.030658099894,0.0015571402892646802
6,0.942005,647462,0.04118131007797195,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.9504625709639296,0.9501096749815412,-0.0003528959823884126,0.0001219720717148187,784.9760917859803,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0340867859803,0.005426313913744707
7,0.9867889999999999,545600,0.05280764175522831,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.9563156587897329,0.9577640847705639,0.0014484259808309474,0.00044074389004671407,784.9999195707637,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0131305707637,-0.02382778478340697
8,0.986833,226281,0.018995108594868648,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.9608389987023644,0.9635149508520932,0.002675952149728711,0.000957088086958613,785.0113498019965,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0245168019965,-0.01143023123279363
9,0.999231,390888,0.024920163605812933,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.9661367212240719,0.970283128284779,0.004146407060707125,0.0016716806767906262,785.0234981429995,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0242671429995,-0.01214834100301232
10,1.06,1011920,0.0667773584905661,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.9783108182172392,0.9866991525820954,0.008388334364856198,0.0031412461252095583,785.0680559894022,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0080559894022,-0.04455784640265392
11,1.14,2898760,0.20175438596491227,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,0.9981768818405421,1.0139555399878444,0.015778658147302282,0.005855232234958845,785.1432148418859,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0032148418859,-0.07515885248369614
12,1.13,1005910,0.061946902654867124,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.0136199363555176,1.0341052667149981,0.020485330359480525,0.008951469292202708,785.1690980151544,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0390980151544,-0.025883173268539394
13,1.19,751961,0.07563025210084022,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.033429516560749,1.0606491623539496,0.027219645793200575,0.01277318544638562,785.2159097800262,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0259097800262,-0.04681176487179073
14,1.21,3910550,0.14876033057851254,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.0525301176990276,1.0856679844567771,0.033137866757749546,0.016994651335252613,785.243180300968,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.033180300968,-0.027270520941783616
15,1.22,2462630,0.11475409836065584,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.0700488431199533,1.1078674091734455,0.03781856605349221,0.02128005774586275,785.2495335119038,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0295335119038,-0.006353210935799325
16,1.33,1171150,0.09022556390977451,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.0964361556627231,1.1441623827594953,0.04772622709677221,0.026691138318292985,785.3218032776787,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,783.9918032776786,-0.07226976577487676
17,1.43,4278930,0.15384615384615383,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.1293916753931514,1.1904246578638613,0.06103298247070987,0.03368550648423976,785.4232569818788,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,783.9932569818789,-0.10145370420013933
18,1.37,2446740,0.10948905109489043,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.1525897994616812,1.219257863951392,0.06666806448971085,0.04037847391128743,785.4062544771641,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0362544771641,0.017002504714696443
19,1.53,2933220,0.17647058823529413,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.188182449977622,1.2688187341460173,0.08063628416839541,0.048523946872126474,785.4998386005203,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,783.9698386005203,-0.09358412335620869
20,1.55,1614960,0.06451612903225812,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.2216278761116042,1.3134131125085053,0.09178523639690117,0.05725675067548464,785.5386713272767,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,783.9886713272767,-0.038832726756368174
21,1.5,1567240,0.0733333333333334,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.246895834517569,1.3428652396857206,0.09596940516815167,0.06505683604544717,785.4805557331392,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,783.9805557331392,0.05811559413746181
22,1.97,7370980,0.2690355329949238,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.3114544198488751,1.4414619590447177,0.13000753919584263,0.07812411225954609,785.8176027385497,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,783.8476027385497,-0.3370470054104544
23,2.14,9669770,0.18691588785046723,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.3843188367918235,1.5509155081574766,0.16659667136565304,0.09590258052341354,786.119930759446,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,783.979930759446,-0.3023280208963115
24,2.5,10739300,0.24000000000000005,1.4679142333333337,0.5755690882485686,2.619052409830471,0.3167760568361966,1.4810925860331399,1.6992054118693205,0.21811282583618063,0.12043731920807128,786.5535804209524,0.16905240983047065,-0.06776761358231909,2.1332239431638036,-0.02303078641768108,784.0535804209524,-0.4336496615063652
